incident_id,timestamp,severity,category,symbol,trigger,risk_state,status
INC-0336,2026-08-26 09:11:46.363,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.447%, Latency: 352ms",EMERGENCY_PAUSE,OPEN
INC-0337,2026-08-26 09:11:46.610,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4243%, Latency: 198ms",EMERGENCY_PAUSE,OPEN
INC-0338,2026-08-26 09:11:46.823,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4451%, Latency: 203ms",EMERGENCY_PAUSE,OPEN
INC-0339,2026-08-26 09:11:46.908,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3253%, Latency: 570ms",EMERGENCY_PAUSE,OPEN
INC-0340,2026-08-26 09:11:47.177,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2253%, Latency: 800ms",EMERGENCY_PAUSE,OPEN
INC-0341,2026-08-26 09:12:06.929,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.2053%, Latency: 1050ms",THROTTLE,OPEN
INC-0342,2026-08-26 09:12:07.173,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3342%, Latency: 206ms",EMERGENCY_PAUSE,OPEN
INC-0343,2026-08-26 09:12:07.316,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3228%, Latency: 299ms",EMERGENCY_PAUSE,OPEN
INC-0344,2026-08-26 09:12:07.451,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2144%, Latency: 190ms",EMERGENCY_PAUSE,OPEN
INC-0345,2026-08-26 09:12:07.577,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2057%, Latency: 377ms",EMERGENCY_PAUSE,OPEN
INC-0346,2026-08-26 09:12:07.695,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2291%, Latency: 325ms",EMERGENCY_PAUSE,OPEN
INC-0347,2026-08-26 09:12:07.916,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.257%, Latency: 446ms",EMERGENCY_PAUSE,OPEN
INC-0348,2026-08-26 09:12:08.178,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3411%, Latency: 318ms",EMERGENCY_PAUSE,OPEN
INC-0349,2026-08-26 09:12:08.473,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2504%, Latency: 219ms",EMERGENCY_PAUSE,OPEN
INC-0350,2026-08-26 09:12:08.768,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1699%, Latency: 307ms",EMERGENCY_PAUSE,OPEN
INC-0351,2026-08-26 09:12:28.870,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.4235%, Latency: 304ms",THROTTLE,OPEN
INC-0352,2026-08-26 09:12:28.953,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2386%, Latency: 215ms",EMERGENCY_PAUSE,OPEN
INC-0353,2026-08-26 09:12:29.178,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4283%, Latency: 428ms",EMERGENCY_PAUSE,OPEN
INC-0354,2026-08-26 09:12:29.329,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.213%, Latency: 587ms",EMERGENCY_PAUSE,OPEN
INC-0355,2026-08-26 09:12:29.419,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4414%, Latency: 595ms",EMERGENCY_PAUSE,OPEN
INC-0356,2026-08-26 09:12:29.576,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3964%, Latency: 319ms",EMERGENCY_PAUSE,OPEN
INC-0357,2026-08-26 09:12:29.780,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2231%, Latency: 315ms",EMERGENCY_PAUSE,OPEN
INC-0358,2026-08-26 09:12:29.917,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3438%, Latency: 536ms",EMERGENCY_PAUSE,OPEN
INC-0359,2026-08-26 09:12:30.146,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2522%, Latency: 243ms",EMERGENCY_PAUSE,OPEN
INC-0360,2026-08-26 09:12:30.344,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4409%, Latency: 291ms",EMERGENCY_PAUSE,OPEN
INC-0361,2026-08-26 09:12:51.075,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.1603%, Latency: 297ms",THROTTLE,OPEN
INC-0362,2026-08-26 09:12:51.147,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.35%, Latency: 184ms",EMERGENCY_PAUSE,OPEN
INC-0363,2026-08-26 09:12:51.299,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2125%, Latency: 1458ms",EMERGENCY_PAUSE,OPEN
INC-0364,2026-08-26 09:12:51.579,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3588%, Latency: 953ms",EMERGENCY_PAUSE,OPEN
INC-0365,2026-08-26 09:12:51.861,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3998%, Latency: 222ms",EMERGENCY_PAUSE,OPEN
INC-0366,2026-08-26 09:12:52.052,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3079%, Latency: 255ms",EMERGENCY_PAUSE,OPEN
INC-0367,2026-08-26 09:12:52.146,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2429%, Latency: 581ms",EMERGENCY_PAUSE,OPEN
INC-0368,2026-08-26 09:12:52.389,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1693%, Latency: 534ms",EMERGENCY_PAUSE,OPEN
INC-0369,2026-08-26 09:12:52.545,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.427%, Latency: 436ms",EMERGENCY_PAUSE,OPEN
INC-0370,2026-08-26 09:12:52.796,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2011%, Latency: 436ms",EMERGENCY_PAUSE,OPEN
INC-0371,2026-08-26 09:13:11.802,HIGH,Execution Quality,BTCUSDT,"Slippage: 0.2091%, Latency: 251ms",THROTTLE,OPEN
INC-0372,2026-08-26 09:13:11.996,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2167%, Latency: 880ms",EMERGENCY_PAUSE,OPEN
INC-0373,2026-08-26 09:13:12.165,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4471%, Latency: 234ms",EMERGENCY_PAUSE,OPEN
INC-0374,2026-08-26 09:13:12.235,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2053%, Latency: 218ms",EMERGENCY_PAUSE,OPEN
INC-0375,2026-08-26 09:13:12.353,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.424%, Latency: 506ms",EMERGENCY_PAUSE,OPEN
INC-0376,2026-08-26 09:13:12.429,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3463%, Latency: 252ms",EMERGENCY_PAUSE,OPEN
INC-0377,2026-08-26 09:13:12.671,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1743%, Latency: 250ms",EMERGENCY_PAUSE,OPEN
INC-0378,2026-08-26 09:13:12.757,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2279%, Latency: 298ms",EMERGENCY_PAUSE,OPEN
INC-0379,2026-08-26 09:13:12.827,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1845%, Latency: 348ms",EMERGENCY_PAUSE,OPEN
INC-0380,2026-08-26 09:13:12.983,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1849%, Latency: 298ms",EMERGENCY_PAUSE,OPEN
INC-0381,2026-08-26 09:13:32.462,HIGH,Execution Quality,SOLUSDT,"Slippage: 0.3624%, Latency: 439ms",THROTTLE,OPEN
INC-0382,2026-08-26 09:13:32.620,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2745%, Latency: 406ms",EMERGENCY_PAUSE,OPEN
INC-0383,2026-08-26 09:13:32.823,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3387%, Latency: 472ms",EMERGENCY_PAUSE,OPEN
INC-0384,2026-08-26 09:13:32.985,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3523%, Latency: 1155ms",EMERGENCY_PAUSE,OPEN
INC-0385,2026-08-26 09:13:33.249,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.3728%, Latency: 350ms",EMERGENCY_PAUSE,OPEN
INC-0386,2026-08-26 09:13:33.404,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2883%, Latency: 658ms",EMERGENCY_PAUSE,OPEN
INC-0387,2026-08-26 09:13:33.684,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3115%, Latency: 439ms",EMERGENCY_PAUSE,OPEN
INC-0388,2026-08-26 09:13:33.803,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2987%, Latency: 184ms",EMERGENCY_PAUSE,OPEN
INC-0389,2026-08-26 09:13:33.943,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4018%, Latency: 556ms",EMERGENCY_PAUSE,OPEN
INC-0390,2026-08-26 09:13:34.193,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.4135%, Latency: 580ms",EMERGENCY_PAUSE,OPEN
INC-0391,2026-08-26 09:13:54.419,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.3884%, Latency: 416ms",THROTTLE,OPEN
INC-0392,2026-08-26 09:13:54.618,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2318%, Latency: 319ms",EMERGENCY_PAUSE,OPEN
INC-0393,2026-08-26 09:13:54.771,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.2954%, Latency: 404ms",EMERGENCY_PAUSE,OPEN
INC-0394,2026-08-26 09:13:55.039,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2498%, Latency: 287ms",EMERGENCY_PAUSE,OPEN
INC-0395,2026-08-26 09:13:55.202,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3632%, Latency: 709ms",EMERGENCY_PAUSE,OPEN
INC-0396,2026-08-26 09:13:55.495,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.1628%, Latency: 325ms",EMERGENCY_PAUSE,OPEN
INC-0397,2026-08-26 09:13:55.765,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3447%, Latency: 695ms",EMERGENCY_PAUSE,OPEN
INC-0398,2026-08-26 09:13:55.861,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3147%, Latency: 377ms",EMERGENCY_PAUSE,OPEN
INC-0399,2026-08-26 09:13:56.102,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2693%, Latency: 497ms",EMERGENCY_PAUSE,OPEN
INC-0400,2026-08-26 09:13:56.173,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3997%, Latency: 209ms",EMERGENCY_PAUSE,OPEN
INC-0401,2026-08-26 09:14:15.785,HIGH,Execution Quality,ETHUSDT,"Slippage: 0.3671%, Latency: 253ms",THROTTLE,OPEN
INC-0402,2026-08-26 09:14:15.994,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.4294%, Latency: 364ms",EMERGENCY_PAUSE,OPEN
INC-0403,2026-08-26 09:14:16.189,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.2624%, Latency: 181ms",EMERGENCY_PAUSE,OPEN
INC-0404,2026-08-26 09:14:16.433,CRITICAL,Execution Quality,SOLUSDT,"Slippage: 0.2905%, Latency: 451ms",EMERGENCY_PAUSE,OPEN
INC-0405,2026-08-26 09:14:16.514,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.4339%, Latency: 197ms",EMERGENCY_PAUSE,OPEN
INC-0406,2026-08-26 09:14:16.798,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.1597%, Latency: 676ms",EMERGENCY_PAUSE,OPEN
INC-0407,2026-08-26 09:14:16.884,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3553%, Latency: 264ms",EMERGENCY_PAUSE,OPEN
INC-0408,2026-08-26 09:14:17.147,CRITICAL,Execution Quality,BTCUSDT,"Slippage: 0.3862%, Latency: 289ms",EMERGENCY_PAUSE,OPEN
INC-0409,2026-08-26 09:14:17.245,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.1507%, Latency: 466ms",EMERGENCY_PAUSE,OPEN
INC-0410,2026-08-26 09:14:17.424,CRITICAL,Execution Quality,ETHUSDT,"Slippage: 0.3836%, Latency: 196ms",EMERGENCY_PAUSE,OPEN
