order_id,timestamp,symbol,side,order_type,requested_price,quantity,status
ORD-002755,2026-08-26 09:07:58.119,BTCUSDT,BUY,MARKET,60173.55,1.722,FILLED
ORD-002756,2026-08-26 09:07:58.174,SOLUSDT,BUY,MARKET,140.19,2.287,FILLED
ORD-002757,2026-08-26 09:07:58.444,SOLUSDT,BUY,MARKET,139.94,2.001,FILLED
ORD-002758,2026-08-26 09:07:58.636,ETHUSDT,BUY,MARKET,3001.52,0.984,FILLED
ORD-002759,2026-08-26 09:07:58.720,SOLUSDT,BUY,MARKET,140.15,1.841,FILLED
ORD-002760,2026-08-26 09:07:58.933,ETHUSDT,BUY,MARKET,2997.46,0.795,FILLED
ORD-002761,2026-08-26 09:07:59.178,BTCUSDT,SELL,MARKET,59913.13,0.601,FILLED
ORD-002762,2026-08-26 09:07:59.409,ETHUSDT,BUY,MARKET,3003.84,0.856,FILLED
ORD-002763,2026-08-26 09:07:59.482,BTCUSDT,SELL,MARKET,59942.38,2.034,FILLED
ORD-002764,2026-08-26 09:07:59.671,BTCUSDT,SELL,MARKET,59976.34,1.99,FILLED
ORD-002765,2026-08-26 09:07:59.847,BTCUSDT,BUY,MARKET,59987.64,1.729,FILLED
ORD-002766,2026-08-26 09:08:00.122,BTCUSDT,BUY,MARKET,59939.35,0.642,FILLED
ORD-002767,2026-08-26 09:08:00.328,ETHUSDT,BUY,MARKET,3005.49,2.304,FILLED
ORD-002768,2026-08-26 09:08:00.496,SOLUSDT,SELL,MARKET,140.12,1.034,FILLED
ORD-002769,2026-08-26 09:08:00.548,SOLUSDT,SELL,MARKET,139.94,1.359,FILLED
ORD-002770,2026-08-26 09:08:00.748,BTCUSDT,BUY,MARKET,60043.35,2.046,FILLED
ORD-002771,2026-08-26 09:08:00.950,BTCUSDT,SELL,MARKET,59956.35,0.407,FILLED
ORD-002772,2026-08-26 09:08:01.179,SOLUSDT,BUY,MARKET,139.69,1.233,FILLED
ORD-002773,2026-08-26 09:08:01.474,ETHUSDT,SELL,MARKET,2998.2,1.531,FILLED
ORD-002774,2026-08-26 09:08:01.624,SOLUSDT,SELL,MARKET,139.54,1.732,FILLED
ORD-002775,2026-08-26 09:08:01.692,ETHUSDT,SELL,MARKET,3000.07,0.847,FILLED
ORD-002776,2026-08-26 09:08:01.877,BTCUSDT,SELL,MARKET,60033.01,0.655,FILLED
ORD-002777,2026-08-26 09:08:02.031,ETHUSDT,SELL,MARKET,2997.37,1.916,FILLED
ORD-002778,2026-08-26 09:08:02.235,BTCUSDT,BUY,MARKET,59932.83,0.617,FILLED
ORD-002779,2026-08-26 09:08:02.392,SOLUSDT,BUY,MARKET,139.94,0.904,FILLED
ORD-002780,2026-08-26 09:08:02.629,BTCUSDT,BUY,MARKET,59924.11,1.89,FILLED
ORD-002781,2026-08-26 09:08:02.891,ETHUSDT,BUY,MARKET,3002.31,1.893,FILLED
ORD-002782,2026-08-26 09:08:03.042,ETHUSDT,BUY,MARKET,3000.76,1.282,FILLED
ORD-002783,2026-08-26 09:08:03.116,ETHUSDT,SELL,MARKET,2997.33,1.346,FILLED
ORD-002784,2026-08-26 09:08:03.407,BTCUSDT,BUY,MARKET,60041.34,2.353,FILLED
ORD-002785,2026-08-26 09:08:03.683,BTCUSDT,BUY,MARKET,59883.02,1.037,FILLED
ORD-002786,2026-08-26 09:08:03.908,SOLUSDT,BUY,MARKET,140.06,1.027,FILLED
ORD-002787,2026-08-26 09:08:04.002,ETHUSDT,BUY,MARKET,2993.94,0.34,FILLED
ORD-002788,2026-08-26 09:08:04.182,BTCUSDT,SELL,MARKET,59962.96,2.062,FILLED
ORD-002789,2026-08-26 09:08:04.356,SOLUSDT,BUY,MARKET,140.2,1.603,FILLED
ORD-002790,2026-08-26 09:08:04.480,ETHUSDT,BUY,MARKET,3000.44,2.095,FILLED
ORD-002791,2026-08-26 09:08:04.733,SOLUSDT,BUY,MARKET,140.28,1.431,FILLED
ORD-002792,2026-08-26 09:08:05.003,SOLUSDT,SELL,MARKET,139.78,0.67,FILLED
ORD-002793,2026-08-26 09:08:05.210,SOLUSDT,BUY,MARKET,140.01,1.648,FILLED
ORD-002794,2026-08-26 09:08:05.437,SOLUSDT,BUY,MARKET,139.94,1.184,FILLED
ORD-002795,2026-08-26 09:08:05.503,BTCUSDT,BUY,MARKET,60058.38,1.494,FILLED
ORD-002796,2026-08-26 09:08:05.668,ETHUSDT,SELL,MARKET,2997.01,1.815,FILLED
ORD-002797,2026-08-26 09:08:05.959,ETHUSDT,BUY,MARKET,2996.63,1.475,FILLED
ORD-002798,2026-08-26 09:08:06.208,SOLUSDT,SELL,MARKET,140.2,1.002,FILLED
ORD-002799,2026-08-26 09:08:06.448,SOLUSDT,SELL,MARKET,140.2,1.923,FILLED
ORD-002800,2026-08-26 09:08:06.698,SOLUSDT,SELL,MARKET,139.66,0.448,FILLED
ORD-002801,2026-08-26 09:08:06.892,ETHUSDT,SELL,MARKET,2995.41,0.453,FILLED
ORD-002802,2026-08-26 09:08:07.100,BTCUSDT,SELL,MARKET,60024.35,0.843,FILLED
ORD-002803,2026-08-26 09:08:07.356,BTCUSDT,BUY,MARKET,60046.03,2.114,FILLED
ORD-002804,2026-08-26 09:08:07.550,BTCUSDT,SELL,MARKET,59992.08,1.132,FILLED
ORD-002805,2026-08-26 09:08:07.721,SOLUSDT,BUY,MARKET,140.12,2.476,FILLED
ORD-002806,2026-08-26 09:08:07.999,BTCUSDT,SELL,MARKET,60042.47,1.102,FILLED
ORD-002807,2026-08-26 09:08:08.234,BTCUSDT,SELL,MARKET,60030.48,1.448,FILLED
ORD-002808,2026-08-26 09:08:08.450,BTCUSDT,BUY,MARKET,59965.37,2.279,FILLED
ORD-002809,2026-08-26 09:08:08.709,BTCUSDT,BUY,MARKET,59942.84,0.142,FILLED
ORD-002810,2026-08-26 09:08:08.789,ETHUSDT,BUY,MARKET,2999.21,2.229,FILLED
ORD-002811,2026-08-26 09:08:08.876,BTCUSDT,SELL,MARKET,59950.12,2.138,FILLED
ORD-002812,2026-08-26 09:08:08.949,ETHUSDT,SELL,MARKET,2998.68,1.686,FILLED
ORD-002813,2026-08-26 09:08:09.235,SOLUSDT,SELL,MARKET,139.47,1.613,FILLED
ORD-002814,2026-08-26 09:08:09.497,BTCUSDT,BUY,MARKET,59948.72,0.336,FILLED
ORD-002815,2026-08-26 09:08:09.633,SOLUSDT,BUY,MARKET,140.22,0.853,FILLED
ORD-002816,2026-08-26 09:08:09.721,BTCUSDT,SELL,MARKET,59939.66,1.057,FILLED
ORD-002817,2026-08-26 09:08:09.989,BTCUSDT,SELL,MARKET,59950.09,2.258,FILLED
ORD-002818,2026-08-26 09:08:10.257,BTCUSDT,BUY,MARKET,60011.47,0.116,FILLED
ORD-002819,2026-08-26 09:08:10.321,SOLUSDT,SELL,MARKET,140.06,1.034,FILLED
ORD-002820,2026-08-26 09:08:10.579,BTCUSDT,SELL,MARKET,59940.74,1.704,FILLED
ORD-002821,2026-08-26 09:08:10.871,SOLUSDT,SELL,MARKET,139.87,0.161,FILLED
ORD-002822,2026-08-26 09:08:10.996,BTCUSDT,SELL,MARKET,59935.87,0.77,FILLED
ORD-002823,2026-08-26 09:08:11.244,SOLUSDT,BUY,MARKET,139.95,1.188,FILLED
ORD-002824,2026-08-26 09:08:11.454,BTCUSDT,BUY,MARKET,59938.72,1.641,FILLED
ORD-002825,2026-08-26 09:08:11.508,BTCUSDT,BUY,MARKET,60011.36,0.772,FILLED
ORD-002826,2026-08-26 09:08:11.740,ETHUSDT,SELL,MARKET,3003.59,0.49,FILLED
ORD-002827,2026-08-26 09:08:11.823,ETHUSDT,BUY,MARKET,2997.12,1.088,FILLED
ORD-002828,2026-08-26 09:08:12.096,SOLUSDT,BUY,MARKET,139.84,0.321,FILLED
ORD-002829,2026-08-26 09:08:12.290,ETHUSDT,SELL,MARKET,2993.29,2.457,FILLED
ORD-002830,2026-08-26 09:08:12.474,SOLUSDT,BUY,MARKET,140.24,1.053,FILLED
ORD-002831,2026-08-26 09:08:12.583,SOLUSDT,SELL,MARKET,140.08,0.586,FILLED
ORD-002832,2026-08-26 09:08:12.676,BTCUSDT,BUY,MARKET,60073.02,1.816,FILLED
ORD-002833,2026-08-26 09:08:12.963,BTCUSDT,SELL,MARKET,59991.52,1.221,FILLED
ORD-002834,2026-08-26 09:08:13.055,BTCUSDT,SELL,MARKET,60008.05,2.258,FILLED
ORD-002835,2026-08-26 09:08:13.161,SOLUSDT,BUY,MARKET,139.91,1.012,FILLED
ORD-002836,2026-08-26 09:08:13.330,ETHUSDT,BUY,MARKET,3000.28,0.863,FILLED
ORD-002837,2026-08-26 09:08:13.608,ETHUSDT,SELL,MARKET,2997.28,1.174,FILLED
ORD-002838,2026-08-26 09:08:13.701,SOLUSDT,SELL,MARKET,139.95,1.842,FILLED
ORD-002839,2026-08-26 09:08:13.762,SOLUSDT,SELL,MARKET,140.07,0.806,FILLED
ORD-002840,2026-08-26 09:08:13.864,BTCUSDT,SELL,MARKET,60093.15,0.668,FILLED
ORD-002841,2026-08-26 09:08:14.151,SOLUSDT,SELL,MARKET,140.19,1.382,FILLED
ORD-002842,2026-08-26 09:08:14.435,BTCUSDT,SELL,MARKET,60047.23,1.332,FILLED
ORD-002843,2026-08-26 09:08:14.610,BTCUSDT,BUY,MARKET,60065.68,0.321,FILLED
ORD-002844,2026-08-26 09:08:14.909,SOLUSDT,BUY,MARKET,140.09,1.347,FILLED
ORD-002845,2026-08-26 09:08:15.159,ETHUSDT,BUY,MARKET,3000.16,2.091,FILLED
ORD-002846,2026-08-26 09:08:15.432,SOLUSDT,SELL,MARKET,139.88,2.083,FILLED
ORD-002847,2026-08-26 09:08:15.656,SOLUSDT,BUY,MARKET,139.82,0.525,FILLED
ORD-002848,2026-08-26 09:08:15.951,ETHUSDT,SELL,MARKET,2996.01,1.901,FILLED
ORD-002849,2026-08-26 09:08:16.163,SOLUSDT,BUY,MARKET,140.17,1.407,FILLED
ORD-002850,2026-08-26 09:08:16.392,ETHUSDT,SELL,MARKET,2998.61,1.189,FILLED
ORD-002851,2026-08-26 09:08:16.574,BTCUSDT,SELL,MARKET,59994.75,2.261,FILLED
ORD-002852,2026-08-26 09:08:16.645,BTCUSDT,BUY,MARKET,60085.46,1.397,FILLED
ORD-002853,2026-08-26 09:08:16.735,SOLUSDT,BUY,MARKET,140.03,0.887,FILLED
ORD-002854,2026-08-26 09:08:16.870,BTCUSDT,SELL,MARKET,60002.99,0.136,FILLED
ORD-002855,2026-08-26 09:08:16.958,SOLUSDT,SELL,MARKET,139.99,1.072,FILLED
ORD-002856,2026-08-26 09:08:17.154,SOLUSDT,BUY,MARKET,140.01,0.518,FILLED
ORD-002857,2026-08-26 09:08:17.448,BTCUSDT,SELL,MARKET,60025.19,1.912,FILLED
ORD-002858,2026-08-26 09:08:17.698,BTCUSDT,SELL,MARKET,60101.93,1.4,FILLED
ORD-002859,2026-08-26 09:08:17.965,SOLUSDT,BUY,MARKET,140.09,2.305,FILLED
ORD-002860,2026-08-26 09:08:18.199,ETHUSDT,BUY,MARKET,3005.95,2.12,FILLED
ORD-002861,2026-08-26 09:08:18.437,SOLUSDT,SELL,MARKET,140.09,2.218,FILLED
ORD-002862,2026-08-26 09:08:18.694,SOLUSDT,BUY,MARKET,140.2,1.41,FILLED
ORD-002863,2026-08-26 09:08:18.866,BTCUSDT,SELL,MARKET,60042.6,1.406,FILLED
ORD-002864,2026-08-26 09:08:18.932,BTCUSDT,BUY,MARKET,59962.51,1.973,FILLED
ORD-002865,2026-08-26 09:08:19.216,SOLUSDT,SELL,MARKET,139.86,0.46,FILLED
ORD-002866,2026-08-26 09:08:19.392,ETHUSDT,SELL,MARKET,3006.65,0.868,FILLED
ORD-002867,2026-08-26 09:08:19.616,SOLUSDT,BUY,MARKET,140.19,0.102,FILLED
ORD-002868,2026-08-26 09:08:19.859,SOLUSDT,BUY,MARKET,140.11,1.693,FILLED
ORD-002869,2026-08-26 09:08:19.951,ETHUSDT,SELL,MARKET,3004.1,0.192,FILLED
ORD-002870,2026-08-26 09:08:20.101,ETHUSDT,BUY,MARKET,3000.21,0.703,FILLED
ORD-002871,2026-08-26 09:08:20.226,ETHUSDT,SELL,MARKET,3001.78,2.057,FILLED
ORD-002872,2026-08-26 09:08:20.423,BTCUSDT,BUY,MARKET,60055.26,1.378,FILLED
ORD-002873,2026-08-26 09:08:20.612,ETHUSDT,SELL,MARKET,3002.82,2.357,FILLED
ORD-002874,2026-08-26 09:08:20.836,SOLUSDT,BUY,MARKET,140.16,0.291,FILLED
ORD-002875,2026-08-26 09:08:21.009,ETHUSDT,BUY,MARKET,3000.62,2.475,FILLED
ORD-002876,2026-08-26 09:08:21.301,BTCUSDT,SELL,MARKET,60058.37,0.512,FILLED
ORD-002877,2026-08-26 09:08:21.551,SOLUSDT,BUY,MARKET,140.03,1.371,FILLED
ORD-002878,2026-08-26 09:08:21.628,SOLUSDT,SELL,MARKET,140.02,2.355,FILLED
ORD-002879,2026-08-26 09:08:21.810,SOLUSDT,SELL,MARKET,139.8,1.65,FILLED
ORD-002880,2026-08-26 09:08:21.942,ETHUSDT,SELL,MARKET,2998.05,0.138,FILLED
ORD-002881,2026-08-26 09:08:22.152,ETHUSDT,SELL,MARKET,2997.2,0.566,FILLED
ORD-002882,2026-08-26 09:08:22.221,SOLUSDT,BUY,MARKET,140.21,2.078,FILLED
ORD-002883,2026-08-26 09:08:22.484,BTCUSDT,SELL,MARKET,60092.35,0.578,FILLED
ORD-002884,2026-08-26 09:08:22.748,SOLUSDT,SELL,MARKET,140.09,0.19,FILLED
ORD-002885,2026-08-26 09:08:22.825,ETHUSDT,BUY,MARKET,2998.56,0.805,FILLED
ORD-002886,2026-08-26 09:08:23.033,ETHUSDT,SELL,MARKET,3002.63,0.516,FILLED
ORD-002887,2026-08-26 09:08:23.143,BTCUSDT,SELL,MARKET,60051.74,1.359,FILLED
ORD-002888,2026-08-26 09:08:23.261,ETHUSDT,SELL,MARKET,2996.65,2.404,FILLED
ORD-002889,2026-08-26 09:08:23.509,BTCUSDT,BUY,MARKET,59994.38,0.309,FILLED
ORD-002890,2026-08-26 09:08:23.590,ETHUSDT,BUY,MARKET,2997.3,2.375,FILLED
ORD-002891,2026-08-26 09:08:23.833,SOLUSDT,SELL,MARKET,139.95,2.104,FILLED
ORD-002892,2026-08-26 09:08:24.017,ETHUSDT,BUY,MARKET,2995.26,2.127,FILLED
ORD-002893,2026-08-26 09:08:24.209,SOLUSDT,SELL,MARKET,140.21,2.344,FILLED
ORD-002894,2026-08-26 09:08:24.388,ETHUSDT,SELL,MARKET,2999.35,1.955,FILLED
ORD-002895,2026-08-26 09:08:24.473,ETHUSDT,SELL,MARKET,2997.75,2.17,FILLED
ORD-002896,2026-08-26 09:08:24.594,ETHUSDT,SELL,MARKET,3002.05,2.244,FILLED
ORD-002897,2026-08-26 09:08:24.865,SOLUSDT,SELL,MARKET,139.85,0.973,FILLED
ORD-002898,2026-08-26 09:08:25.148,ETHUSDT,SELL,MARKET,2999.96,2.399,FILLED
ORD-002899,2026-08-26 09:08:25.232,BTCUSDT,BUY,MARKET,60129.26,0.898,FILLED
ORD-002900,2026-08-26 09:08:25.340,BTCUSDT,BUY,MARKET,59964.8,0.994,FILLED
ORD-002901,2026-08-26 09:08:25.601,SOLUSDT,BUY,MARKET,140.13,1.642,FILLED
ORD-002902,2026-08-26 09:08:25.738,BTCUSDT,SELL,MARKET,60022.71,0.113,FILLED
ORD-002903,2026-08-26 09:08:25.976,ETHUSDT,BUY,MARKET,3008.9,1.122,FILLED
ORD-002904,2026-08-26 09:08:26.183,BTCUSDT,BUY,MARKET,60108.55,1.348,FILLED
ORD-002905,2026-08-26 09:08:26.360,ETHUSDT,SELL,MARKET,2997.95,1.278,FILLED
ORD-002906,2026-08-26 09:08:26.594,SOLUSDT,BUY,MARKET,140.0,1.993,FILLED
ORD-002907,2026-08-26 09:08:26.775,ETHUSDT,SELL,MARKET,3003.56,0.979,FILLED
ORD-002908,2026-08-26 09:08:26.842,SOLUSDT,BUY,MARKET,139.81,2.379,FILLED
ORD-002909,2026-08-26 09:08:27.100,SOLUSDT,BUY,MARKET,140.09,1.404,FILLED
ORD-002910,2026-08-26 09:08:27.186,BTCUSDT,BUY,MARKET,59892.33,0.58,FILLED
ORD-002911,2026-08-26 09:08:27.425,SOLUSDT,BUY,MARKET,139.74,0.242,FILLED
ORD-002912,2026-08-26 09:08:27.527,BTCUSDT,BUY,MARKET,59994.72,1.275,FILLED
ORD-002913,2026-08-26 09:08:27.680,SOLUSDT,SELL,MARKET,139.8,1.941,FILLED
ORD-002914,2026-08-26 09:08:27.819,SOLUSDT,BUY,MARKET,139.87,0.534,FILLED
ORD-002915,2026-08-26 09:08:28.029,ETHUSDT,SELL,MARKET,3003.04,0.972,FILLED
ORD-002916,2026-08-26 09:08:28.087,ETHUSDT,SELL,MARKET,3003.47,1.471,FILLED
ORD-002917,2026-08-26 09:08:28.308,ETHUSDT,BUY,MARKET,3001.31,1.961,FILLED
ORD-002918,2026-08-26 09:08:28.384,SOLUSDT,SELL,MARKET,140.0,0.679,FILLED
ORD-002919,2026-08-26 09:08:28.464,ETHUSDT,BUY,MARKET,2999.48,1.155,FILLED
ORD-002920,2026-08-26 09:08:28.627,SOLUSDT,SELL,MARKET,140.03,0.616,FILLED
ORD-002921,2026-08-26 09:08:28.921,SOLUSDT,BUY,MARKET,139.83,2.42,FILLED
ORD-002922,2026-08-26 09:08:29.203,BTCUSDT,SELL,MARKET,60025.52,2.392,FILLED
ORD-002923,2026-08-26 09:08:29.440,SOLUSDT,BUY,MARKET,140.05,2.393,FILLED
ORD-002924,2026-08-26 09:08:29.550,ETHUSDT,SELL,MARKET,2995.7,1.637,FILLED
ORD-002925,2026-08-26 09:08:29.779,SOLUSDT,BUY,MARKET,139.99,1.668,FILLED
ORD-002926,2026-08-26 09:08:29.860,BTCUSDT,BUY,MARKET,60047.42,0.74,FILLED
ORD-002927,2026-08-26 09:08:30.116,ETHUSDT,SELL,MARKET,3004.19,0.625,FILLED
ORD-002928,2026-08-26 09:08:30.387,ETHUSDT,SELL,MARKET,2996.32,0.898,FILLED
ORD-002929,2026-08-26 09:08:30.551,ETHUSDT,SELL,MARKET,2995.37,0.533,FILLED
ORD-002930,2026-08-26 09:08:30.642,SOLUSDT,SELL,MARKET,140.17,1.156,FILLED
ORD-002931,2026-08-26 09:08:30.826,BTCUSDT,SELL,MARKET,60052.54,1.224,FILLED
ORD-002932,2026-08-26 09:08:30.911,ETHUSDT,BUY,MARKET,3001.83,2.062,FILLED
ORD-002933,2026-08-26 09:08:31.209,SOLUSDT,BUY,MARKET,139.97,1.721,FILLED
ORD-002934,2026-08-26 09:08:31.479,BTCUSDT,BUY,MARKET,60009.59,1.997,FILLED
ORD-002935,2026-08-26 09:08:31.670,BTCUSDT,BUY,MARKET,60003.53,0.737,FILLED
ORD-002936,2026-08-26 09:08:31.809,ETHUSDT,SELL,MARKET,3004.21,1.465,FILLED
ORD-002937,2026-08-26 09:08:32.029,SOLUSDT,BUY,MARKET,139.9,2.208,FILLED
ORD-002938,2026-08-26 09:08:32.094,SOLUSDT,SELL,MARKET,139.93,1.046,FILLED
ORD-002939,2026-08-26 09:08:32.243,BTCUSDT,BUY,MARKET,59981.71,0.667,FILLED
ORD-002940,2026-08-26 09:08:32.321,SOLUSDT,BUY,MARKET,139.88,1.477,FILLED
ORD-002941,2026-08-26 09:08:32.594,ETHUSDT,BUY,MARKET,3000.54,2.39,FILLED
ORD-002942,2026-08-26 09:08:32.843,SOLUSDT,BUY,MARKET,140.19,1.485,FILLED
ORD-002943,2026-08-26 09:08:32.963,SOLUSDT,SELL,MARKET,140.0,0.577,FILLED
ORD-002944,2026-08-26 09:08:33.160,SOLUSDT,BUY,MARKET,139.94,2.288,FILLED
ORD-002945,2026-08-26 09:08:33.365,ETHUSDT,SELL,MARKET,2999.48,1.3,FILLED
ORD-002946,2026-08-26 09:08:33.444,BTCUSDT,BUY,MARKET,59958.09,1.856,FILLED
ORD-002947,2026-08-26 09:08:33.611,BTCUSDT,BUY,MARKET,60025.49,1.781,FILLED
ORD-002948,2026-08-26 09:08:33.858,ETHUSDT,SELL,MARKET,2999.61,0.376,FILLED
ORD-002949,2026-08-26 09:08:34.141,SOLUSDT,BUY,MARKET,140.24,0.351,FILLED
ORD-002950,2026-08-26 09:08:34.376,BTCUSDT,BUY,MARKET,60042.63,1.172,FILLED
ORD-002951,2026-08-26 09:08:34.612,ETHUSDT,SELL,MARKET,3000.68,1.595,FILLED
ORD-002952,2026-08-26 09:08:34.715,BTCUSDT,BUY,MARKET,59976.95,1.013,FILLED
ORD-002953,2026-08-26 09:08:34.972,SOLUSDT,BUY,MARKET,139.99,2.204,FILLED
ORD-002954,2026-08-26 09:08:35.045,ETHUSDT,BUY,MARKET,3002.33,0.523,FILLED
ORD-002955,2026-08-26 09:08:35.130,ETHUSDT,BUY,MARKET,2999.36,1.601,FILLED
ORD-002956,2026-08-26 09:08:35.332,ETHUSDT,BUY,MARKET,2997.9,0.423,FILLED
ORD-002957,2026-08-26 09:08:35.561,ETHUSDT,SELL,MARKET,2998.57,1.519,FILLED
ORD-002958,2026-08-26 09:08:35.800,ETHUSDT,SELL,MARKET,3000.63,0.258,FILLED
ORD-002959,2026-08-26 09:08:36.002,SOLUSDT,BUY,MARKET,140.31,1.701,FILLED
ORD-002960,2026-08-26 09:08:36.250,ETHUSDT,BUY,MARKET,3002.57,2.076,FILLED
ORD-002961,2026-08-26 09:08:36.408,BTCUSDT,BUY,MARKET,59897.27,0.761,FILLED
ORD-002962,2026-08-26 09:08:36.491,ETHUSDT,SELL,MARKET,3003.47,1.93,FILLED
ORD-002963,2026-08-26 09:08:36.580,BTCUSDT,BUY,MARKET,59908.48,1.882,FILLED
ORD-002964,2026-08-26 09:08:36.722,BTCUSDT,BUY,MARKET,60121.55,1.114,FILLED
ORD-002965,2026-08-26 09:08:36.814,SOLUSDT,BUY,MARKET,139.96,0.767,FILLED
ORD-002966,2026-08-26 09:08:36.973,SOLUSDT,BUY,MARKET,140.22,0.305,FILLED
ORD-002967,2026-08-26 09:08:37.158,SOLUSDT,BUY,MARKET,139.98,2.164,FILLED
ORD-002968,2026-08-26 09:08:37.419,SOLUSDT,BUY,MARKET,139.97,2.174,FILLED
ORD-002969,2026-08-26 09:08:37.532,SOLUSDT,BUY,MARKET,140.14,0.785,FILLED
ORD-002970,2026-08-26 09:08:37.826,BTCUSDT,BUY,MARKET,60013.59,2.272,FILLED
ORD-002971,2026-08-26 09:08:37.892,ETHUSDT,SELL,MARKET,2996.46,0.84,FILLED
ORD-002972,2026-08-26 09:08:38.014,ETHUSDT,SELL,MARKET,3001.54,0.935,FILLED
ORD-002973,2026-08-26 09:08:38.099,ETHUSDT,BUY,MARKET,3000.54,2.12,FILLED
ORD-002974,2026-08-26 09:08:38.345,ETHUSDT,SELL,MARKET,2997.36,1.432,FILLED
ORD-002975,2026-08-26 09:08:38.597,BTCUSDT,BUY,MARKET,60012.32,2.288,FILLED
ORD-002976,2026-08-26 09:08:38.670,ETHUSDT,BUY,MARKET,3001.6,1.932,FILLED
ORD-002977,2026-08-26 09:08:38.744,ETHUSDT,BUY,MARKET,3003.79,0.132,FILLED
ORD-002978,2026-08-26 09:08:38.978,SOLUSDT,SELL,MARKET,140.24,0.173,FILLED
ORD-002979,2026-08-26 09:08:39.038,BTCUSDT,SELL,MARKET,59956.9,0.569,FILLED
ORD-002980,2026-08-26 09:08:39.296,ETHUSDT,SELL,MARKET,3002.29,0.897,FILLED
ORD-002981,2026-08-26 09:08:39.375,ETHUSDT,SELL,MARKET,2998.48,0.579,FILLED
ORD-002982,2026-08-26 09:08:39.515,SOLUSDT,BUY,MARKET,140.21,1.376,FILLED
ORD-002983,2026-08-26 09:08:39.650,ETHUSDT,SELL,MARKET,3000.97,0.591,FILLED
ORD-002984,2026-08-26 09:08:39.914,BTCUSDT,BUY,MARKET,60027.18,2.353,FILLED
ORD-002985,2026-08-26 09:08:39.999,ETHUSDT,SELL,MARKET,2994.52,0.254,REJECTED
ORD-002986,2026-08-26 09:08:40.296,SOLUSDT,SELL,MARKET,139.83,1.096,REJECTED
ORD-002987,2026-08-26 09:08:40.377,ETHUSDT,BUY,MARKET,2997.63,1.512,FILLED
ORD-002988,2026-08-26 09:08:40.444,ETHUSDT,BUY,MARKET,3002.28,1.405,FILLED
ORD-002989,2026-08-26 09:08:40.538,SOLUSDT,SELL,MARKET,139.97,1.799,FILLED
ORD-002990,2026-08-26 09:08:40.798,BTCUSDT,SELL,MARKET,60058.83,0.814,FILLED
ORD-002991,2026-08-26 09:08:40.905,ETHUSDT,SELL,MARKET,2999.71,1.283,FILLED
ORD-002992,2026-08-26 09:08:41.163,SOLUSDT,BUY,MARKET,140.18,1.744,FILLED
ORD-002993,2026-08-26 09:08:41.445,ETHUSDT,SELL,MARKET,2997.66,0.345,FILLED
ORD-002994,2026-08-26 09:08:41.619,ETHUSDT,BUY,MARKET,2997.57,2.386,FILLED
ORD-002995,2026-08-26 09:08:41.780,ETHUSDT,SELL,MARKET,3002.16,1.929,FILLED
ORD-002996,2026-08-26 09:08:41.982,BTCUSDT,BUY,MARKET,60069.78,1.707,FILLED
ORD-002997,2026-08-26 09:08:42.214,ETHUSDT,BUY,MARKET,2996.49,0.135,FILLED
ORD-002998,2026-08-26 09:08:42.299,ETHUSDT,BUY,MARKET,2997.49,2.394,FILLED
ORD-002999,2026-08-26 09:08:42.487,BTCUSDT,BUY,MARKET,60026.34,2.068,FILLED
ORD-003000,2026-08-26 09:08:42.707,BTCUSDT,BUY,MARKET,60127.5,0.48,FILLED
ORD-003001,2026-08-26 09:08:42.974,SOLUSDT,BUY,MARKET,140.13,0.723,FILLED
ORD-003002,2026-08-26 09:08:43.170,SOLUSDT,BUY,MARKET,140.03,1.902,FILLED
ORD-003003,2026-08-26 09:08:43.333,SOLUSDT,SELL,MARKET,139.86,0.3,FILLED
ORD-003004,2026-08-26 09:08:43.600,BTCUSDT,SELL,MARKET,59983.15,2.057,FILLED
ORD-003005,2026-08-26 09:08:43.844,BTCUSDT,SELL,MARKET,60103.94,0.432,FILLED
ORD-003006,2026-08-26 09:08:44.082,BTCUSDT,SELL,MARKET,59935.25,1.353,FILLED
ORD-003007,2026-08-26 09:08:44.270,BTCUSDT,SELL,MARKET,60014.78,2.338,FILLED
ORD-003008,2026-08-26 09:08:44.441,BTCUSDT,BUY,MARKET,59917.07,0.212,FILLED
ORD-003009,2026-08-26 09:08:44.539,ETHUSDT,SELL,MARKET,2999.62,0.532,FILLED
ORD-003010,2026-08-26 09:08:44.760,ETHUSDT,BUY,MARKET,3000.78,1.935,FILLED
ORD-003011,2026-08-26 09:08:44.879,BTCUSDT,BUY,MARKET,59973.34,2.061,FILLED
ORD-003012,2026-08-26 09:08:45.121,BTCUSDT,SELL,MARKET,59933.71,1.212,FILLED
ORD-003013,2026-08-26 09:08:45.261,ETHUSDT,SELL,MARKET,2996.59,0.204,FILLED
ORD-003014,2026-08-26 09:08:45.419,BTCUSDT,BUY,MARKET,60022.84,1.996,FILLED
ORD-003015,2026-08-26 09:08:45.532,BTCUSDT,SELL,MARKET,59992.68,1.424,FILLED
ORD-003016,2026-08-26 09:08:45.724,BTCUSDT,SELL,MARKET,59968.54,1.758,FILLED
ORD-003017,2026-08-26 09:08:45.891,BTCUSDT,SELL,MARKET,59987.18,1.97,FILLED
ORD-003018,2026-08-26 09:08:46.178,SOLUSDT,SELL,MARKET,139.96,2.223,FILLED
ORD-003019,2026-08-26 09:08:46.412,ETHUSDT,SELL,MARKET,3003.06,1.412,FILLED
