fill_id,order_id,timestamp,expected_price,executed_price,quantity,latency_ms,fee,status,slippage_pct,risk_state
FIL-002659,ORD-002659,2026-08-26 09:07:41.313,140.16,140.15,0.82,6,0.046,SUCCESS,0.0093,NORMAL
FIL-002660,ORD-002660,2026-08-26 09:07:41.601,59948.49,59947.83,2.187,25,52.4424,SUCCESS,0.0011,NORMAL
FIL-002661,ORD-002661,2026-08-26 09:07:41.736,140.11,140.12,0.734,39,0.0411,SUCCESS,0.0086,NORMAL
FIL-002662,ORD-002662,2026-08-26 09:07:41.845,3007.82,3009.17,2.021,12,2.4326,SUCCESS,0.0448,NORMAL
FIL-002663,ORD-002663,2026-08-26 09:07:42.128,59977.01,59958.72,1.912,16,45.8564,SUCCESS,0.0305,NORMAL
FIL-002664,ORD-002664,2026-08-26 09:07:42.281,60119.25,60118.35,0.341,32,8.2001,SUCCESS,0.0015,NORMAL
FIL-002665,ORD-002665,2026-08-26 09:07:42.399,60021.01,60016.27,1.679,11,40.3069,SUCCESS,0.0079,NORMAL
FIL-002666,ORD-002666,2026-08-26 09:07:42.450,140.23,140.27,2.367,41,0.1328,SUCCESS,0.0252,NORMAL
FIL-002667,ORD-002667,2026-08-26 09:07:42.527,60042.8,60038.66,1.074,13,25.7926,SUCCESS,0.0069,NORMAL
FIL-002668,ORD-002668,2026-08-26 09:07:42.597,3002.93,3003.07,2.006,14,2.4097,SUCCESS,0.0047,NORMAL
FIL-002669,ORD-002669,2026-08-26 09:07:42.673,2996.49,2997.48,1.782,12,2.1366,SUCCESS,0.0331,NORMAL
FIL-002670,ORD-002670,2026-08-26 09:07:42.911,139.82,139.88,0.404,7,0.0226,SUCCESS,0.044,NORMAL
FIL-002671,ORD-002671,2026-08-26 09:07:43.030,140.01,140.04,1.355,20,0.0759,SUCCESS,0.0213,NORMAL
FIL-002672,ORD-002672,2026-08-26 09:07:43.236,139.76,139.78,1.131,11,0.0632,SUCCESS,0.0117,NORMAL
FIL-002673,ORD-002673,2026-08-26 09:07:43.389,140.14,140.09,0.926,14,0.0519,SUCCESS,0.0355,NORMAL
FIL-002674,ORD-002674,2026-08-26 09:07:43.658,139.83,139.82,0.698,13,0.039,SUCCESS,0.0098,NORMAL
FIL-002675,ORD-002675,2026-08-26 09:07:43.737,59990.56,59985.16,0.103,37,2.4714,SUCCESS,0.009,NORMAL
FIL-002676,ORD-002676,2026-08-26 09:07:43.995,3005.22,3006.17,1.484,11,1.7845,SUCCESS,0.0316,NORMAL
FIL-002677,ORD-002677,2026-08-26 09:07:44.104,140.04,140.07,1.807,22,0.1012,SUCCESS,0.0245,NORMAL
FIL-002678,ORD-002678,2026-08-26 09:07:44.209,60030.23,60034.85,0.419,25,10.0618,SUCCESS,0.0077,NORMAL
FIL-002679,ORD-002679,2026-08-26 09:07:44.471,2999.53,3000.0,1.821,8,2.1852,SUCCESS,0.0156,NORMAL
FIL-002680,ORD-002680,2026-08-26 09:07:44.558,139.87,139.88,1.173,28,0.0656,SUCCESS,0.0087,NORMAL
FIL-002681,ORD-002681,2026-08-26 09:07:44.776,139.89,139.89,1.087,8,0.0608,SUCCESS,0.0029,NORMAL
FIL-002682,ORD-002682,2026-08-26 09:07:44.878,140.03,139.98,1.624,5,0.0909,SUCCESS,0.0376,NORMAL
FIL-002683,ORD-002683,2026-08-26 09:07:44.990,2993.95,2993.37,2.372,6,2.8401,SUCCESS,0.0194,NORMAL
FIL-002684,ORD-002684,2026-08-26 09:07:45.150,3003.27,3002.35,0.705,20,0.8467,SUCCESS,0.0307,NORMAL
FIL-002685,ORD-002685,2026-08-26 09:07:45.317,3002.46,3003.85,0.243,39,0.292,SUCCESS,0.0464,NORMAL
FIL-002686,ORD-002686,2026-08-26 09:07:45.439,140.28,140.26,0.789,12,0.0443,SUCCESS,0.0142,NORMAL
FIL-002687,ORD-002687,2026-08-26 09:07:45.624,3006.25,3006.56,1.986,23,2.3884,SUCCESS,0.0102,NORMAL
FIL-002688,ORD-002688,2026-08-26 09:07:45.850,60044.01,60035.96,1.178,39,28.2889,SUCCESS,0.0134,NORMAL
FIL-002689,ORD-002689,2026-08-26 09:07:46.012,2999.26,2999.17,1.253,5,1.5032,SUCCESS,0.0031,NORMAL
FIL-002690,ORD-002690,2026-08-26 09:07:46.304,60032.01,60050.08,1.023,34,24.5725,SUCCESS,0.0301,NORMAL
FIL-002691,ORD-002691,2026-08-26 09:07:46.530,140.04,140.05,1.353,14,0.0758,SUCCESS,0.0067,NORMAL
FIL-002692,ORD-002692,2026-08-26 09:07:46.683,60022.82,60020.18,0.845,36,20.2868,SUCCESS,0.0044,NORMAL
FIL-002693,ORD-002693,2026-08-26 09:07:46.805,60060.31,60063.61,0.679,10,16.3133,SUCCESS,0.0055,NORMAL
FIL-002694,ORD-002694,2026-08-26 09:07:47.012,2999.78,3001.11,1.434,6,1.7214,SUCCESS,0.0443,NORMAL
FIL-002695,ORD-002695,2026-08-26 09:07:47.307,140.0,140.04,0.108,20,0.006,SUCCESS,0.0254,NORMAL
FIL-002696,ORD-002696,2026-08-26 09:07:47.444,59989.14,59983.38,1.107,6,26.5606,SUCCESS,0.0096,NORMAL
FIL-002697,ORD-002697,2026-08-26 09:07:47.689,60112.01,60106.48,0.835,9,20.0756,SUCCESS,0.0092,NORMAL
FIL-002698,ORD-002698,2026-08-26 09:07:47.841,3002.97,3002.02,0.579,19,0.6953,SUCCESS,0.0315,NORMAL
FIL-002699,ORD-002699,2026-08-26 09:07:47.953,140.11,140.1,0.571,13,0.032,SUCCESS,0.0097,NORMAL
FIL-002700,ORD-002700,2026-08-26 09:07:48.139,2996.13,2996.29,1.921,9,2.3023,SUCCESS,0.0054,NORMAL
FIL-002701,ORD-002701,2026-08-26 09:07:48.208,3000.07,3000.02,0.139,8,0.1668,SUCCESS,0.0016,NORMAL
FIL-002702,ORD-002702,2026-08-26 09:07:48.363,60067.73,60070.67,0.592,9,14.2247,SUCCESS,0.0049,NORMAL
FIL-002703,ORD-002703,2026-08-26 09:07:48.596,139.92,139.92,1.417,22,0.0793,SUCCESS,0.0003,NORMAL
FIL-002704,ORD-002704,2026-08-26 09:07:48.711,59997.96,60004.86,0.332,13,7.9686,SUCCESS,0.0115,NORMAL
FIL-002705,ORD-002705,2026-08-26 09:07:48.876,60055.29,60032.05,1.513,24,36.3314,SUCCESS,0.0387,NORMAL
FIL-002706,ORD-002706,2026-08-26 09:07:49.132,60003.49,60008.35,0.385,8,9.2413,SUCCESS,0.0081,NORMAL
FIL-002707,ORD-002707,2026-08-26 09:07:49.350,2998.95,2999.1,1.399,9,1.6783,SUCCESS,0.0051,NORMAL
FIL-002708,ORD-002708,2026-08-26 09:07:49.603,140.3,140.32,2.481,10,0.1393,SUCCESS,0.0156,NORMAL
FIL-002709,ORD-002709,2026-08-26 09:07:49.800,2996.92,2995.87,0.65,9,0.7789,SUCCESS,0.0349,NORMAL
FIL-002710,ORD-002710,2026-08-26 09:07:49.965,2999.03,2999.35,0.957,5,1.1482,SUCCESS,0.0107,NORMAL
FIL-002711,ORD-002711,2026-08-26 09:07:50.020,140.1,140.11,1.605,20,0.09,SUCCESS,0.0076,NORMAL
FIL-002712,ORD-002712,2026-08-26 09:07:50.081,140.09,140.03,0.662,25,0.0371,SUCCESS,0.0394,NORMAL
FIL-002713,ORD-002713,2026-08-26 09:07:50.248,139.82,139.82,0.418,13,0.0234,SUCCESS,0.0005,NORMAL
FIL-002714,ORD-002714,2026-08-26 09:07:50.531,60100.99,60067.63,0.383,14,9.2024,SUCCESS,0.0555,NORMAL
FIL-002715,ORD-002715,2026-08-26 09:07:50.794,140.04,140.06,1.927,39,0.108,SUCCESS,0.016,NORMAL
FIL-002716,ORD-002716,2026-08-26 09:07:50.965,139.95,139.95,2.263,13,0.1267,SUCCESS,0.0007,NORMAL
FIL-002717,ORD-002717,2026-08-26 09:07:51.230,3000.35,3001.38,0.52,21,0.6243,SUCCESS,0.0342,NORMAL
FIL-002718,ORD-002718,2026-08-26 09:07:51.386,2999.06,2999.12,0.276,20,0.3311,SUCCESS,0.002,NORMAL
FIL-002719,ORD-002719,2026-08-26 09:07:51.569,59966.92,59960.68,0.739,8,17.7244,SUCCESS,0.0104,NORMAL
FIL-002720,ORD-002720,2026-08-26 09:07:51.755,140.18,140.17,2.493,10,0.1398,SUCCESS,0.0091,NORMAL
FIL-002721,ORD-002721,2026-08-26 09:07:52.008,139.88,139.9,1.566,24,0.0876,SUCCESS,0.0125,NORMAL
FIL-002722,ORD-002722,2026-08-26 09:07:52.262,3004.05,3003.59,2.323,20,2.7909,SUCCESS,0.0154,NORMAL
FIL-002723,ORD-002723,2026-08-26 09:07:52.549,60024.37,60027.61,1.385,16,33.2553,SUCCESS,0.0054,NORMAL
FIL-002724,ORD-002724,2026-08-26 09:07:52.787,59929.29,59931.87,0.229,39,5.4898,SUCCESS,0.0043,NORMAL
FIL-002725,ORD-002725,2026-08-26 09:07:53.019,139.9,139.93,1.659,9,0.0929,SUCCESS,0.0233,NORMAL
FIL-002726,ORD-002726,2026-08-26 09:07:53.273,140.09,140.13,2.202,22,0.1234,SUCCESS,0.0289,NORMAL
FIL-002727,ORD-002727,2026-08-26 09:07:53.549,60109.69,60110.05,1.557,10,37.4365,SUCCESS,0.0006,NORMAL
FIL-002728,ORD-002728,2026-08-26 09:07:53.622,60039.73,60048.44,1.36,49,32.6664,SUCCESS,0.0145,NORMAL
FIL-002729,ORD-002729,2026-08-26 09:07:53.781,2998.52,2997.67,0.528,18,0.6331,SUCCESS,0.0282,NORMAL
FIL-002730,ORD-002730,2026-08-26 09:07:53.853,3003.92,3004.31,1.777,22,2.1355,SUCCESS,0.0129,NORMAL
FIL-002731,ORD-002731,2026-08-26 09:07:54.042,140.09,140.12,1.83,17,0.1026,SUCCESS,0.0179,NORMAL
FIL-002732,ORD-002732,2026-08-26 09:07:54.178,60044.74,60042.82,2.483,7,59.6345,SUCCESS,0.0032,NORMAL
FIL-002733,ORD-002733,2026-08-26 09:07:54.404,59987.04,59996.82,1.961,28,47.0615,SUCCESS,0.0163,NORMAL
FIL-002734,ORD-002734,2026-08-26 09:07:54.617,60018.69,60048.34,1.881,26,45.1804,SUCCESS,0.0494,NORMAL
FIL-002735,ORD-002735,2026-08-26 09:07:54.692,139.83,139.83,2.387,9,0.1335,SUCCESS,0.0031,NORMAL
FIL-002736,ORD-002736,2026-08-26 09:07:54.748,3009.53,3008.9,2.425,24,2.9186,SUCCESS,0.0208,NORMAL
FIL-002737,ORD-002737,2026-08-26 09:07:55.001,140.06,140.11,1.713,23,0.096,SUCCESS,0.0373,NORMAL
FIL-002738,ORD-002738,2026-08-26 09:07:55.259,140.1,140.08,0.304,11,0.017,SUCCESS,0.0112,NORMAL
FIL-002739,ORD-002739,2026-08-26 09:07:55.347,59971.47,59957.08,1.943,5,46.5986,SUCCESS,0.024,NORMAL
FIL-002740,ORD-002740,2026-08-26 09:07:55.516,60034.3,59887.7,1.225,297,29.345,SUCCESS,0.2442,WARNING
FIL-002741,ORD-002741,2026-08-26 09:07:55.653,59903.08,60039.9,0.689,371,16.547,SUCCESS,0.2284,THROTTLE
FIL-002743,ORD-002743,2026-08-26 09:07:55.901,59891.68,59735.42,0.218,924,5.2089,SUCCESS,0.2609,EMERGENCY_PAUSE
FIL-002744,ORD-002744,2026-08-26 09:07:56.012,139.88,139.65,1.227,182,0.0685,SUCCESS,0.1618,EMERGENCY_PAUSE
FIL-002745,ORD-002745,2026-08-26 09:07:56.302,3004.0,2999.34,1.599,182,1.9184,SUCCESS,0.1551,EMERGENCY_PAUSE
FIL-002746,ORD-002746,2026-08-26 09:07:56.416,139.88,140.43,2.328,185,0.1308,SUCCESS,0.3906,EMERGENCY_PAUSE
FIL-002747,ORD-002747,2026-08-26 09:07:56.712,139.59,140.11,0.728,470,0.0408,SUCCESS,0.3716,EMERGENCY_PAUSE
FIL-002749,ORD-002749,2026-08-26 09:07:57.168,59899.99,60110.78,0.44,225,10.5795,SUCCESS,0.3519,EMERGENCY_PAUSE
FIL-002750,ORD-002750,2026-08-26 09:07:57.223,2996.03,3006.52,0.838,371,1.0078,SUCCESS,0.3501,EMERGENCY_PAUSE
FIL-002751,ORD-002751,2026-08-26 09:07:57.489,59964.38,59955.63,1.833,7,43.9595,SUCCESS,0.0146,EMERGENCY_PAUSE
FIL-002752,ORD-002752,2026-08-26 09:07:57.560,139.99,139.99,1.968,18,0.1102,SUCCESS,0.001,EMERGENCY_PAUSE
FIL-002753,ORD-002753,2026-08-26 09:07:57.709,3001.18,3001.58,2.457,12,2.95,SUCCESS,0.0132,EMERGENCY_PAUSE
FIL-002754,ORD-002754,2026-08-26 09:07:57.982,59952.26,59925.1,0.797,8,19.1041,SUCCESS,0.0453,EMERGENCY_PAUSE
FIL-002755,ORD-002755,2026-08-26 09:07:58.119,60173.55,60206.16,1.722,35,41.47,SUCCESS,0.0542,EMERGENCY_PAUSE
FIL-002756,ORD-002756,2026-08-26 09:07:58.174,140.19,140.23,2.287,11,0.1283,SUCCESS,0.0255,EMERGENCY_PAUSE
FIL-002757,ORD-002757,2026-08-26 09:07:58.444,139.94,139.97,2.001,11,0.112,SUCCESS,0.018,EMERGENCY_PAUSE
FIL-002758,ORD-002758,2026-08-26 09:07:58.636,3001.52,3001.86,0.984,7,1.1815,SUCCESS,0.0113,EMERGENCY_PAUSE
FIL-002759,ORD-002759,2026-08-26 09:07:58.720,140.15,140.19,1.841,9,0.1032,SUCCESS,0.0309,THROTTLE
FIL-002760,ORD-002760,2026-08-26 09:07:58.933,2997.46,2997.53,0.795,8,0.9532,SUCCESS,0.0023,WARNING
FIL-002761,ORD-002761,2026-08-26 09:07:59.178,59913.13,59907.56,0.601,12,14.4018,SUCCESS,0.0093,NORMAL
FIL-002762,ORD-002762,2026-08-26 09:07:59.409,3003.84,3005.41,0.856,9,1.0291,SUCCESS,0.0522,NORMAL
FIL-002763,ORD-002763,2026-08-26 09:07:59.482,59942.38,59932.31,2.034,6,48.7609,SUCCESS,0.0168,NORMAL
FIL-002764,ORD-002764,2026-08-26 09:07:59.671,59976.34,59958.95,1.99,8,47.7273,SUCCESS,0.029,NORMAL
FIL-002765,ORD-002765,2026-08-26 09:07:59.847,59987.64,60009.12,1.729,18,41.5023,SUCCESS,0.0358,NORMAL
FIL-002766,ORD-002766,2026-08-26 09:08:00.122,59939.35,59944.21,0.642,5,15.3937,SUCCESS,0.0081,NORMAL
FIL-002767,ORD-002767,2026-08-26 09:08:00.328,3005.49,3005.81,2.304,25,2.7702,SUCCESS,0.0105,NORMAL
FIL-002768,ORD-002768,2026-08-26 09:08:00.496,140.12,140.05,1.034,10,0.0579,SUCCESS,0.0484,NORMAL
FIL-002769,ORD-002769,2026-08-26 09:08:00.548,139.94,139.94,1.359,30,0.0761,SUCCESS,0.0028,NORMAL
FIL-002770,ORD-002770,2026-08-26 09:08:00.748,60043.35,60045.27,2.046,6,49.141,SUCCESS,0.0032,NORMAL
FIL-002771,ORD-002771,2026-08-26 09:08:00.950,59956.35,59950.05,0.407,16,9.7599,SUCCESS,0.0105,NORMAL
FIL-002772,ORD-002772,2026-08-26 09:08:01.179,139.69,139.71,1.233,5,0.0689,SUCCESS,0.0112,NORMAL
FIL-002773,ORD-002773,2026-08-26 09:08:01.474,2998.2,2998.15,1.531,17,1.8361,SUCCESS,0.0016,NORMAL
FIL-002774,ORD-002774,2026-08-26 09:08:01.624,139.54,139.48,1.732,11,0.0966,SUCCESS,0.0445,NORMAL
FIL-002775,ORD-002775,2026-08-26 09:08:01.692,3000.07,2999.88,0.847,14,1.0164,SUCCESS,0.0063,NORMAL
FIL-002776,ORD-002776,2026-08-26 09:08:01.877,60033.01,60024.55,0.655,12,15.7264,SUCCESS,0.0141,NORMAL
FIL-002777,ORD-002777,2026-08-26 09:08:02.031,2997.37,2996.97,1.916,9,2.2969,SUCCESS,0.0132,NORMAL
FIL-002778,ORD-002778,2026-08-26 09:08:02.235,59932.83,59941.4,0.617,14,14.7935,SUCCESS,0.0143,NORMAL
FIL-002779,ORD-002779,2026-08-26 09:08:02.392,139.94,139.95,0.904,16,0.0506,SUCCESS,0.0073,NORMAL
FIL-002780,ORD-002780,2026-08-26 09:08:02.629,59924.11,59946.64,1.89,20,45.3197,SUCCESS,0.0376,NORMAL
FIL-002781,ORD-002781,2026-08-26 09:08:02.891,3002.31,3002.98,1.893,9,2.2739,SUCCESS,0.0222,NORMAL
FIL-002782,ORD-002782,2026-08-26 09:08:03.042,3000.76,3001.02,1.282,18,1.5389,SUCCESS,0.0085,NORMAL
FIL-002783,ORD-002783,2026-08-26 09:08:03.116,2997.33,2997.14,1.346,31,1.6137,SUCCESS,0.0063,NORMAL
FIL-002784,ORD-002784,2026-08-26 09:08:03.407,60041.34,60053.17,2.353,27,56.522,SUCCESS,0.0197,NORMAL
FIL-002785,ORD-002785,2026-08-26 09:08:03.683,59883.02,59892.0,1.037,17,24.8432,SUCCESS,0.015,NORMAL
FIL-002786,ORD-002786,2026-08-26 09:08:03.908,140.06,140.06,1.027,10,0.0575,SUCCESS,0.0014,NORMAL
FIL-002787,ORD-002787,2026-08-26 09:08:04.002,2993.94,2994.22,0.34,9,0.4072,SUCCESS,0.0093,NORMAL
FIL-002788,ORD-002788,2026-08-26 09:08:04.182,59962.96,59947.43,2.062,42,49.4446,SUCCESS,0.0259,NORMAL
FIL-002789,ORD-002789,2026-08-26 09:08:04.356,140.2,140.27,1.603,17,0.0899,SUCCESS,0.0486,NORMAL
FIL-002790,ORD-002790,2026-08-26 09:08:04.480,3000.44,3000.94,2.095,15,2.5148,SUCCESS,0.0168,NORMAL
FIL-002791,ORD-002791,2026-08-26 09:08:04.733,140.28,140.33,1.431,10,0.0803,SUCCESS,0.0331,NORMAL
FIL-002792,ORD-002792,2026-08-26 09:08:05.003,139.78,139.73,0.67,31,0.0374,SUCCESS,0.0363,NORMAL
FIL-002793,ORD-002793,2026-08-26 09:08:05.210,140.01,140.02,1.648,11,0.0923,SUCCESS,0.0072,NORMAL
FIL-002794,ORD-002794,2026-08-26 09:08:05.437,139.94,139.98,1.184,9,0.0663,SUCCESS,0.0294,NORMAL
FIL-002795,ORD-002795,2026-08-26 09:08:05.503,60058.38,60061.08,1.494,5,35.8925,SUCCESS,0.0045,NORMAL
FIL-002796,ORD-002796,2026-08-26 09:08:05.668,2997.01,2996.93,1.815,14,2.1758,SUCCESS,0.0028,NORMAL
FIL-002797,ORD-002797,2026-08-26 09:08:05.959,2996.63,2996.96,1.475,10,1.7682,SUCCESS,0.011,NORMAL
FIL-002798,ORD-002798,2026-08-26 09:08:06.208,140.2,140.2,1.002,6,0.0562,SUCCESS,0.0028,NORMAL
FIL-002799,ORD-002799,2026-08-26 09:08:06.448,140.2,140.19,1.923,8,0.1078,SUCCESS,0.0092,NORMAL
FIL-002800,ORD-002800,2026-08-26 09:08:06.698,139.66,139.66,0.448,10,0.025,SUCCESS,0.0012,NORMAL
FIL-002801,ORD-002801,2026-08-26 09:08:06.892,2995.41,2995.34,0.453,5,0.5428,SUCCESS,0.0022,NORMAL
FIL-002802,ORD-002802,2026-08-26 09:08:07.100,60024.35,60004.06,0.843,5,20.2334,SUCCESS,0.0338,NORMAL
FIL-002803,ORD-002803,2026-08-26 09:08:07.356,60046.03,60057.5,2.114,25,50.7846,SUCCESS,0.0191,NORMAL
FIL-002804,ORD-002804,2026-08-26 09:08:07.550,59992.08,59985.6,1.132,21,27.1615,SUCCESS,0.0108,NORMAL
FIL-002805,ORD-002805,2026-08-26 09:08:07.721,140.12,140.15,2.476,33,0.1388,SUCCESS,0.0184,NORMAL
FIL-002806,ORD-002806,2026-08-26 09:08:07.999,60042.47,60038.33,1.102,38,26.4649,SUCCESS,0.0069,NORMAL
FIL-002807,ORD-002807,2026-08-26 09:08:08.234,60030.48,60026.58,1.448,12,34.7674,SUCCESS,0.0065,NORMAL
FIL-002808,ORD-002808,2026-08-26 09:08:08.450,59965.37,59978.26,2.279,21,54.6762,SUCCESS,0.0215,NORMAL
FIL-002809,ORD-002809,2026-08-26 09:08:08.709,59942.84,59949.85,0.142,15,3.4052,SUCCESS,0.0117,NORMAL
FIL-002810,ORD-002810,2026-08-26 09:08:08.789,2999.21,2999.69,2.229,19,2.6745,SUCCESS,0.0161,NORMAL
FIL-002811,ORD-002811,2026-08-26 09:08:08.876,59950.12,59944.66,2.138,9,51.2647,SUCCESS,0.0091,NORMAL
FIL-002812,ORD-002812,2026-08-26 09:08:08.949,2998.68,2998.24,1.686,5,2.022,SUCCESS,0.0147,NORMAL
FIL-002813,ORD-002813,2026-08-26 09:08:09.235,139.47,139.46,1.613,9,0.09,SUCCESS,0.0036,NORMAL
FIL-002814,ORD-002814,2026-08-26 09:08:09.497,59948.72,59956.69,0.336,18,8.0582,SUCCESS,0.0133,NORMAL
FIL-002815,ORD-002815,2026-08-26 09:08:09.633,140.22,140.22,0.853,15,0.0478,SUCCESS,0.0029,NORMAL
FIL-002816,ORD-002816,2026-08-26 09:08:09.721,59939.66,59936.0,1.057,7,25.3409,SUCCESS,0.0061,NORMAL
FIL-002817,ORD-002817,2026-08-26 09:08:09.989,59950.09,59936.36,2.258,13,54.1345,SUCCESS,0.0229,NORMAL
FIL-002818,ORD-002818,2026-08-26 09:08:10.257,60011.47,60030.67,0.116,7,2.7854,SUCCESS,0.032,NORMAL
FIL-002819,ORD-002819,2026-08-26 09:08:10.321,140.06,140.05,1.034,14,0.0579,SUCCESS,0.0072,NORMAL
FIL-002820,ORD-002820,2026-08-26 09:08:10.579,59940.74,59921.86,1.704,5,40.8427,SUCCESS,0.0315,NORMAL
FIL-002821,ORD-002821,2026-08-26 09:08:10.871,139.87,139.84,0.161,5,0.009,SUCCESS,0.0242,NORMAL
FIL-002822,ORD-002822,2026-08-26 09:08:10.996,59935.87,59907.7,0.77,23,18.4516,SUCCESS,0.047,NORMAL
FIL-002823,ORD-002823,2026-08-26 09:08:11.244,139.95,139.95,1.188,10,0.0665,SUCCESS,0.0033,NORMAL
FIL-002824,ORD-002824,2026-08-26 09:08:11.454,59938.72,59957.54,1.641,15,39.3561,SUCCESS,0.0314,NORMAL
FIL-002825,ORD-002825,2026-08-26 09:08:11.508,60011.36,60020.0,0.772,13,18.5342,SUCCESS,0.0144,NORMAL
FIL-002826,ORD-002826,2026-08-26 09:08:11.740,3003.59,3003.29,0.49,12,0.5886,SUCCESS,0.0099,NORMAL
FIL-002827,ORD-002827,2026-08-26 09:08:11.823,2997.12,2998.05,1.088,10,1.3048,SUCCESS,0.0311,NORMAL
FIL-002828,ORD-002828,2026-08-26 09:08:12.096,139.84,139.9,0.321,27,0.018,SUCCESS,0.0404,NORMAL
FIL-002829,ORD-002829,2026-08-26 09:08:12.290,2993.29,2992.86,2.457,8,2.9414,SUCCESS,0.0144,NORMAL
FIL-002830,ORD-002830,2026-08-26 09:08:12.474,140.24,140.24,1.053,24,0.0591,SUCCESS,0.0035,NORMAL
FIL-002831,ORD-002831,2026-08-26 09:08:12.583,140.08,140.08,0.586,20,0.0328,SUCCESS,0.0015,NORMAL
FIL-002832,ORD-002832,2026-08-26 09:08:12.676,60073.02,60078.97,1.816,7,43.6414,SUCCESS,0.0099,NORMAL
FIL-002833,ORD-002833,2026-08-26 09:08:12.963,59991.52,59981.56,1.221,10,29.295,SUCCESS,0.0166,NORMAL
FIL-002834,ORD-002834,2026-08-26 09:08:13.055,60008.05,60003.97,2.258,28,54.1956,SUCCESS,0.0068,NORMAL
FIL-002835,ORD-002835,2026-08-26 09:08:13.161,139.91,139.94,1.012,12,0.0566,SUCCESS,0.02,NORMAL
FIL-002836,ORD-002836,2026-08-26 09:08:13.330,3000.28,3000.9,0.863,8,1.0359,SUCCESS,0.0207,NORMAL
FIL-002837,ORD-002837,2026-08-26 09:08:13.608,2997.28,2995.9,1.174,22,1.4069,SUCCESS,0.046,NORMAL
FIL-002838,ORD-002838,2026-08-26 09:08:13.701,139.95,139.95,1.842,20,0.1031,SUCCESS,0.0,NORMAL
FIL-002839,ORD-002839,2026-08-26 09:08:13.762,140.07,140.06,0.806,7,0.0452,SUCCESS,0.006,NORMAL
FIL-002840,ORD-002840,2026-08-26 09:08:13.864,60093.15,60079.69,0.668,23,16.0533,SUCCESS,0.0224,NORMAL
FIL-002841,ORD-002841,2026-08-26 09:08:14.151,140.19,140.17,1.382,18,0.0775,SUCCESS,0.0126,NORMAL
FIL-002842,ORD-002842,2026-08-26 09:08:14.435,60047.23,60045.37,1.332,18,31.9922,SUCCESS,0.0031,NORMAL
FIL-002843,ORD-002843,2026-08-26 09:08:14.610,60065.68,60069.34,0.321,5,7.7129,SUCCESS,0.0061,NORMAL
FIL-002844,ORD-002844,2026-08-26 09:08:14.909,140.09,140.15,1.347,6,0.0755,SUCCESS,0.0415,NORMAL
FIL-002845,ORD-002845,2026-08-26 09:08:15.159,3000.16,3000.4,2.091,8,2.5095,SUCCESS,0.0081,NORMAL
FIL-002846,ORD-002846,2026-08-26 09:08:15.432,139.88,139.86,2.083,62,0.1165,SUCCESS,0.0167,NORMAL
FIL-002847,ORD-002847,2026-08-26 09:08:15.656,139.82,139.85,0.525,36,0.0294,SUCCESS,0.0215,NORMAL
FIL-002848,ORD-002848,2026-08-26 09:08:15.951,2996.01,2995.88,1.901,22,2.2781,SUCCESS,0.0043,NORMAL
FIL-002849,ORD-002849,2026-08-26 09:08:16.163,140.17,140.22,1.407,7,0.0789,SUCCESS,0.0372,NORMAL
FIL-002850,ORD-002850,2026-08-26 09:08:16.392,2998.61,2998.21,1.189,12,1.4259,SUCCESS,0.0133,NORMAL
FIL-002851,ORD-002851,2026-08-26 09:08:16.574,59994.75,59982.21,2.261,11,54.2479,SUCCESS,0.0209,NORMAL
FIL-002852,ORD-002852,2026-08-26 09:08:16.645,60085.46,60095.97,1.397,10,33.5816,SUCCESS,0.0175,NORMAL
FIL-002853,ORD-002853,2026-08-26 09:08:16.735,140.03,140.04,0.887,14,0.0497,SUCCESS,0.0054,NORMAL
FIL-002854,ORD-002854,2026-08-26 09:08:16.870,60002.99,60001.85,0.136,7,3.2641,SUCCESS,0.0019,NORMAL
FIL-002855,ORD-002855,2026-08-26 09:08:16.958,139.99,139.99,1.072,8,0.06,SUCCESS,0.0031,NORMAL
FIL-002856,ORD-002856,2026-08-26 09:08:17.154,140.01,140.1,0.518,8,0.029,SUCCESS,0.0642,NORMAL
FIL-002857,ORD-002857,2026-08-26 09:08:17.448,60025.19,60018.53,1.912,36,45.9022,SUCCESS,0.0111,NORMAL
FIL-002858,ORD-002858,2026-08-26 09:08:17.698,60101.93,60100.37,1.4,36,33.6562,SUCCESS,0.0026,NORMAL
FIL-002859,ORD-002859,2026-08-26 09:08:17.965,140.09,140.12,2.305,6,0.1292,SUCCESS,0.0228,NORMAL
FIL-002860,ORD-002860,2026-08-26 09:08:18.199,3005.95,3012.53,2.12,569,2.5546,SUCCESS,0.2189,WARNING
FIL-002861,ORD-002861,2026-08-26 09:08:18.437,140.09,139.83,2.218,1254,0.1241,SUCCESS,0.189,THROTTLE
FIL-002862,ORD-002862,2026-08-26 09:08:18.694,140.2,140.6,1.41,370,0.0793,SUCCESS,0.2856,EMERGENCY_PAUSE
FIL-002863,ORD-002863,2026-08-26 09:08:18.866,60042.6,59910.15,1.406,967,33.6935,SUCCESS,0.2206,EMERGENCY_PAUSE
FIL-002864,ORD-002864,2026-08-26 09:08:18.932,59962.51,60101.92,1.973,478,47.4324,SUCCESS,0.2325,EMERGENCY_PAUSE
FIL-002865,ORD-002865,2026-08-26 09:08:19.216,139.86,139.49,0.46,293,0.0257,SUCCESS,0.2653,EMERGENCY_PAUSE
